,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033433635,0.0,0.0,0.7993982,0.13373454,0.033433635
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022241993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88879,0.08896797,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034506556,0.0,0.0,0.8964803,0.034506556,0.034506556
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07042254,0.0,0.0,0.7887324,0.07042254,0.07042254
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07541478,0.0,0.0,0.6983409,0.15082955,0.07541478
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011102476,0.0,0.0,0.0,0.0,0.9222827,0.06661486,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0017934004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9946198,0.0035868008,0.0
7,0.018158708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94552386,0.018158708,0.018158708
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0013346324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99199224,0.006673162,0.0
9,0.0,0.0,0.0,0.0,0.0019642892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9901785,0.007857157,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011102476,0.0,0.0,0.0,0.0,0.9222827,0.06661486,0.0
11,0.0,0.0,0.0,0.0,0.0026387314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9894451,0.007916193,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02045408,0.0,0.0,0.8772755,0.1022704,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030032736,0.0,0.0,0.0,0.0,0.99099016,0.0060065472,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002701644,0.0,0.99891937,0.0005403288,0.0002701644
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010220769,0.0,0.0,0.0,0.0,0.94889617,0.040883075,0.0
16,0.0,0.0,0.0,0.0,0.0033270118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98336494,0.009981036,0.0033270118
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037693176,0.0,0.0,0.88692045,0.07538635,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008244023,0.0,0.0,0.0,0.0,0.0,0.97526795,0.016488045,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009043226,0.0,0.0,0.0,0.0,0.95478386,0.036172904,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017869906,0.0,0.0,0.9463903,0.035739813,0.0
21,0.0,0.0,0.0,0.0,0.000973871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9961045,0.001947742,0.000973871
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02534212,0.0,0.0,0.8479473,0.10136848,0.02534212
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005682787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98295164,0.011365574,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014382281,0.0,0.0,0.9137063,0.07191141,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03404835,0.0,0.0,0.7957099,0.1361934,0.03404835
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028893383,0.0,0.0,0.9133198,0.057786766,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13850416,0.0,0.0,0.5844875,0.27700832,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005682787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98295164,0.011365574,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019238168,0.0,0.0,0.9230473,0.038476337,0.019238168
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01979806,0.0,0.0,0.9406058,0.03959612,0.0
31,0.0,0.0,0.0,0.0,0.0006007558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99639547,0.0024030232,0.0006007558
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009222795,0.0,0.0,0.0,0.0,0.9953886,0.0027668385,0.0009222795
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030032736,0.0,0.0,0.0,0.0,0.99099016,0.0060065472,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077220075,0.0,0.0,0.5366795,0.38610038,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04008016,0.0,0.0,0.83967936,0.08016032,0.04008016
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030032736,0.0,0.0,0.0,0.0,0.99099016,0.0060065472,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02699784,0.0,0.0,0.91900647,0.05399568,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024296613,0.0,0.0,0.0,0.0,0.9878517,0.007288984,0.0024296613
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021819768,0.0,0.0,0.0,0.0,0.89090115,0.087279074,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019384352,0.0,0.0,0.0,0.9903078,0.007753741,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021584285,0.0,0.0,0.9352471,0.021584285,0.021584285
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0032264309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9806414,0.016132154,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049504947,0.0,0.0,0.9009901,0.049504947,0.0
44,0.0,0.0,0.0,0.0,0.0025381355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98730934,0.0076144068,0.0025381355
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057636887,0.0,0.0,0.5965418,0.28818443,0.057636887
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019384352,0.0,0.0,0.0,0.9903078,0.007753741,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13071895,0.0,0.0,0.084967315,0.6535948,0.13071895
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015989766,0.0,0.0,0.93604094,0.0479693,0.0
